1.png embedded 1977 627 2034 691
1.png embedded 2201 638 2258 709
1.png embedded 791 712 990 809
1.png embedded 2390 730 2451 805
1.png embedded 2707 727 2757 791
1.png embedded 541 830 584 894
1.png displayed 606 955 1129 1047
1.png displayed 1215 955 1735 1040
1.png displayed 1820 944 2244 1037
1.png displayed 2322 944 2753 1044
1.png label 2789 933 2949 1051
1.png displayed 976 1051 2358 1247
1.png label 2782 1101 2960 1215
1.png label 987 1282 1143 1382
1.png embedded 2454 1289 2515 1378
1.png embedded 1874 1386 1952 1478
1.png embedded 1988 1386 2070 1485
1.png embedded 2112 1507 2166 1564
1.png embedded 2518 1510 2565 1574
1.png embedded 1336 1582 1400 1678
1.png embedded 452 1685 520 1774
1.png embedded 1389 1688 1781 1781
1.png label 762 1980 912 2080
1.png embedded 1824 2002 1866 2055
1.png embedded 1870 2005 1909 2066
1.png embedded 1204 2087 1446 2180
1.png embedded 449 2283 648 2372
1.png embedded 442 2387 1040 2476
1.png embedded 1685 2387 1742 2468
1.png embedded 1959 2778 2048 2860
1.png embedded 449 2882 531 2960
1.png displayed 883 3038 1272 3206
1.png displayed 1361 3035 1881 3209
1.png displayed 1980 3021 2458 3220
1.png label 2771 3056 2946 3188
1.png embedded 2251 3573 2322 3662
1.png embedded 930 3665 1118 3758
1.png embedded 1346 3772 1934 3865
1.png embedded 1072 4068 1133 4153
1.png displayed 730 4185 2661 4595
1.png displayed 844 4602 2472 4705
1.png displayed 2839 2233 2903 2290
1.png displayed 2212 2233 2269 2280
1.png displayed 2205 1742 2258 1802
1.png displayed 2347 2002 2501 2080
1.png displayed 2554 2134 2611 2194
1.png displayed 2718 2055 2935 2134
1.png displayed 2554 2006 2636 2062
1.png displayed 2553 1941 2597 1998
1.png displayed 2451 1920 2540 1980
2.png displayed 1282 727 2454 919
2.png label 2953 759 3120 905
2.png embedded 1101 983 1460 1057
2.png embedded 2023 976 2059 1043
2.png displayed 1275 1086 2465 1275
2.png label 2953 1133 3113 1250
2.png embedded 1403 1329 1464 1414
2.png embedded 2052 1339 2091 1400
2.png label 2362 1325 2501 1418
2.png embedded 1286 1450 1645 1520
2.png embedded 947 1546 1186 1616
2.png embedded 1678 1528 1738 1614
2.png embedded 2016 1628 2087 1717
2.png embedded 1104 1742 1147 1802
2.png embedded 1895 1745 2076 1819
2.png embedded 606 1831 684 1916
2.png embedded 2251 1852 2294 1899
2.png embedded 3035 1838 3081 1902
2.png embedded 609 1952 880 2036
2.png label 1208 1920 1361 2020
2.png displayed 1225 2055 2379 2251
2.png displayed 1225 2258 2387 2451
2.png label 2956 2198 3110 2326
2.png embedded 1874 2597 2233 2685
2.png displayed 645 2707 3078 2914
2.png displayed 1257 2924 2429 3106
2.png embedded 951 3159 1211 3227
2.png embedded 748 3238 1229 3330
2.png embedded 2408 3234 2486 3327
2.png embedded 613 3455 980 3535
2.png embedded 1101 3434 2148 3534
2.png embedded 2942 3452 2992 3516
2.png embedded 3035 3459 3088 3523
2.png embedded 609 3558 791 3635
2.png embedded 944 3658 1190 3725
2.png embedded 1015 3740 1076 3829
2.png embedded 1204 3754 1560 3839
2.png embedded 1774 3751 2134 3836
2.png embedded 2273 3754 2540 3839
2.png displayed 1104 4057 1521 4150
2.png displayed 1624 4054 2696 4150
2.png displayed 1083 4200 1760 4303
2.png displayed 1852 4171 2515 4356
2.png label 2949 4139 3113 4271
3.png displayed 687 577 2818 702
3.png label 2846 584 3003 709
3.png embedded 1728 748 2052 821
3.png embedded 1040 834 1414 921
3.png displayed 1158 962 2301 1129
3.png label 2846 990 3006 1111
3.png embedded 1200 1168 2971 1272
3.png embedded 969 1289 1293 1366
3.png label 616 3088 734 3174
3.png label 1325 3088 1435 3184
3.png label 2005 3088 2116 3181
3.png label 630 3202 734 3302
3.png label 1325 3227 1428 3313
3.png label 2016 3213 2112 3306
3.png label 623 3398 734 3473
3.png label 1322 3380 1425 3484
3.png label 2013 3395 2102 3469
3.png label 755 3754 869 3861
3.png label 1521 3769 1628 3861
3.png label 759 3936 858 4018
3.png label 801 4217 905 4317
3.png label 1389 4225 1507 4310
3.png label 2027 4235 2119 4310
3.png label 812 4367 908 4445
3.png label 1403 4360 1500 4449
3.png label 2016 4356 2127 4445
3.png label 798 4534 923 4634
3.png label 1393 4538 1500 4638
3.png label 2016 4534 2127 4631
